Wall time,Step,Value
1658931078.0882204,40000,0.11320000141859055
1658931125.975164,50000,0.0
1658931412.8312697,110000,-0.34608569741249084
1658931594.9522848,150000,-0.09409333765506744
1658931666.108865,160000,-0.1704714298248291
1658931794.5377233,190000,0.053700000047683716
1658931838.2860951,200000,-0.08812307566404343
1658931890.4745133,210000,-0.3149000108242035
1658931995.2629933,230000,0.14210909605026245
1658932039.2383618,240000,-0.3333333432674408
1658932186.630538,270000,-0.14069333672523499
1658932231.757969,280000,0.012240000069141388
1658932511.254316,340000,-0.15783333778381348
1658932744.713084,390000,0.0017249956727027893
1658932890.9914656,410000,0.045339129865169525
1658933210.44137,480000,-0.17775385081768036
1658933260.8717175,490000,-0.4166666567325592
1658933316.3843427,500000,-0.1818181872367859
1658933418.7105334,520000,-0.12673845887184143
1658933550.6610441,550000,0.0
1658933693.9998105,580000,0.20563076436519623
1658933867.8018203,610000,0.05263529345393181
1658933906.0322697,620000,-0.1818181872367859
1658933952.172882,630000,-0.3333333432674408
1658934015.018091,640000,-0.1818181872367859
1658934096.800923,660000,-0.1818181872367859
1658934144.435892,670000,-0.3636363744735718
1658934183.0579927,680000,-0.23473845422267914
1658934253.3693848,690000,0.072727270424366
1658934330.6539004,710000,0.21507692337036133
1658934382.7434385,720000,-0.04960000514984131
1658934667.4866204,780000,-0.3636363744735718
1658934764.335813,800000,0.0
1658934831.7721727,810000,0.05883636698126793
1658934927.6782353,830000,0.05384000018239021
1658935080.7826402,860000,-0.5
1658935252.4227333,900000,0.0058461567386984825
1658935306.3634274,910000,0.023240000009536743
1658935710.9791856,1000000,-0.4197176396846771
1658935788.491284,1010000,-0.011436359025537968
1658935934.9420314,1040000,-0.1924571394920349
1658936073.4145718,1070000,-0.004984617233276367
1658936117.4138117,1080000,0.09338181465864182
1658936226.7078059,1100000,-0.1818181872367859
1658936534.6631608,1170000,0.04708000272512436
1658936782.1354795,1220000,-0.13184000551700592
1658936970.158506,1260000,-0.3636363744735718
1658937026.5259528,1270000,-0.06950769573450089
1658937122.7604938,1290000,-0.4000000059604645
1658937214.30923,1310000,0.029199998825788498
1658937260.570121,1320000,-0.16448000073432922
1658937481.3216743,1370000,-0.2375333309173584
1658937533.251938,1380000,-0.0887666642665863
1658937895.2721498,1450000,-0.0828000009059906
1658937978.1539075,1470000,0.18478333950042725
1658938010.5785859,1480000,0.0
1658938156.0398676,1510000,0.08959999680519104
1658938467.4009945,1580000,-0.20000000298023224
1658938577.7243767,1600000,-0.17514285445213318
1658938619.902406,1610000,-0.3333333432674408
1658938734.512323,1630000,-0.03687500208616257
1658938833.3216546,1650000,0.3596999943256378
1658939098.1469662,1710000,0.19893333315849304
1658939142.0022812,1720000,-0.3636363744735718
1658939183.7647946,1730000,0.4786105155944824
1658939333.0448506,1760000,0.10644706338644028
1658939378.4966822,1770000,-0.1428857147693634
1658939419.9455147,1780000,0.0931636318564415
1658939641.1306806,1820000,-0.20623448491096497
1658939784.830251,1850000,0.15167273581027985
1658939830.167868,1860000,0.08673333376646042
1658939891.2224681,1870000,-0.15408571064472198
1658940072.7689297,1910000,-0.01591428369283676
1658940108.7861652,1920000,-0.1818181872367859
1658940164.7988262,1930000,-0.21037501096725464
1658940309.0410047,1960000,0.06448571383953094
1658940487.9719355,2000000,-0.4000000059604645
1658940665.7110517,2030000,-0.1818181872367859
1658940731.4433174,2040000,-0.40362855792045593
1658940748.5832028,2050000,0.02295999974012375
1658940814.436815,2060000,0.19224999845027924
1658940902.4559407,2080000,-0.16323333978652954
1658940990.4498363,2100000,-0.1065666675567627
1658941100.115942,2120000,0.1385454535484314
1658941194.4406486,2140000,0.2039058804512024
1658941272.4914896,2160000,-0.04044210538268089
1658941321.879827,2170000,0.18623332679271698
1658941459.9115903,2200000,0.11047272384166718
1658941508.0993514,2210000,0.1687999963760376
1658941591.0204308,2220000,0.017131034284830093
1658941629.9517753,2230000,-0.159781813621521
1658941728.4685004,2250000,0.08303636312484741
1658941968.5148664,2300000,-0.2950400114059448
1658942342.9855082,2380000,-0.02523636259138584
1658942438.141459,2400000,0.17599999904632568
1658942579.9796422,2420000,-0.21451200544834137
1658942700.4320428,2450000,0.004847056698054075
1658942754.6890087,2460000,0.018139999359846115
1658942802.6036787,2470000,0.17971666157245636
1658943134.382241,2540000,-0.3533538579940796
1658943185.313078,2550000,-0.4545454680919647
1658943371.3201013,2590000,-0.09480000287294388
1658943424.315902,2600000,0.01631428860127926
1658943471.7985992,2610000,0.219200000166893
1658943584.8695588,2630000,0.1467333287000656
1658943962.7632399,2710000,-0.29343751072883606
1658944030.0618901,2720000,0.22545714676380157
1658944170.1945252,2750000,-0.006933331489562988
1658944266.2130105,2770000,-0.1880750060081482
1658944375.4764063,2790000,-0.09459999948740005
1658944457.7789102,2810000,-0.018892308697104454
1658944562.7247136,2830000,0.16272307932376862
1658944601.6701133,2840000,-0.2915555536746979
1658944710.5596206,2860000,-0.025966664776206017
1658944800.6202943,2880000,-0.042024996131658554
1658944839.1604366,2890000,0.08919999748468399
1658944937.0237455,2910000,0.08552940934896469
1658945175.8469913,2960000,-0.4007764756679535
1658945217.7653012,2970000,0.07216842472553253
1658945255.0447907,2980000,-0.3208235204219818
1658945313.1635478,2990000,-0.2248421013355255
1658945693.9706297,3070000,-0.16341333091259003
1658945792.1127348,3090000,0.0
1658945824.541383,3100000,0.02615555375814438
1658945963.4978862,3130000,-0.1768421083688736
1658946139.33292,3170000,-0.28494736552238464
1658946244.5863519,3190000,-0.20000000298023224
1658946272.0292225,3200000,-0.14883333444595337
1658946434.4951756,3230000,-0.12654545903205872
1658946535.5273345,3250000,0.07541818171739578
1658946762.1341963,3300000,0.18355000019073486
1658946852.8133755,3320000,-0.24887500703334808
1658946908.7318773,3330000,-0.31774118542671204
1658947129.1502712,3380000,-0.42142000794410706
1658947196.8740642,3390000,-0.45581334829330444
1658947292.3221052,3410000,-0.1512800008058548
1658947459.5733743,3440000,-0.04464615508913994
1658947537.0379968,3460000,-0.26874667406082153
1658947580.1809752,3470000,-0.1818181872367859
