Wall time,Step,Value
1659415387.6817608,10000,3.2957324981689453
1659415417.4013562,30000,3.2957308292388916
1659415444.104409,40000,3.295731782913208
1659415471.0089636,50000,3.295734167098999
1659415566.152887,110000,3.2957308292388916
1659415586.7099152,120000,3.295734167098999
1659415634.9781184,150000,3.29573130607605
1659415655.5523493,160000,3.295731782913208
1659415678.7316453,170000,3.2957327365875244
1659415715.6458635,190000,3.295732021331787
1659415725.882293,200000,3.2957351207733154
1659415747.5185478,210000,3.2957348823547363
1659415794.2623217,230000,3.2957324981689453
1659415803.081019,240000,3.295734167098999
1659415857.4408665,270000,3.2957303524017334
1659415876.4526215,280000,3.2957355976104736
1659415913.621941,300000,3.295733690261841
1659415932.0485578,310000,3.295733690261841
1659415986.0794735,340000,3.2957332134246826
1659416004.3091934,350000,3.295734405517578
1659416044.7324445,370000,3.2957324981689453
1659416061.5430608,380000,3.295733690261841
1659416074.8228178,390000,3.29573392868042
1659416092.1187947,400000,3.295732021331787
1659416121.5200908,410000,3.295731544494629
1659416248.240983,480000,3.2957332134246826
1659416262.153688,490000,3.2957327365875244
1659416280.2952147,500000,3.29573130607605
1659416642.4035237,510000,3.286181688308716
1659416654.9246178,520000,3.2839763164520264
1659416676.0899043,530000,3.284883975982666
1659416706.9815617,550000,3.2804629802703857
1659416730.7301645,560000,3.2842776775360107
1659416759.6615179,580000,3.281028985977173
1659416839.6833236,610000,3.2854928970336914
1659416849.3406026,620000,3.278609037399292
1659416868.5164862,630000,3.285907745361328
1659416880.7048364,640000,3.2836809158325195
1659416925.7685947,660000,3.2837672233581543
1659416937.9915118,670000,3.2807705402374268
1659416956.931431,680000,3.2789642810821533
1659416972.3409648,690000,3.279538154602051
1659417013.9504619,710000,3.279289484024048
1659417028.1800427,720000,3.287043809890747
1659417063.9954472,740000,3.2795324325561523
1659417099.2840254,760000,3.283998489379883
1659417134.3996735,780000,3.282292604446411
1659417166.9906359,800000,3.2789976596832275
1659417206.475641,810000,3.2791574001312256
1659417240.7094443,830000,3.2825675010681152
1659417257.8221447,840000,3.2785863876342773
1659417297.1687002,860000,3.2821569442749023
1659417309.2160053,870000,3.282057523727417
1659417359.253449,900000,3.279265880584717
1659417376.5316377,910000,3.2787837982177734
1659417469.2133617,960000,3.2788970470428467
1659417533.212687,1000000,3.2785136699676514
1659417908.7118838,1010000,3.268843650817871
1659417953.8466754,1040000,3.26621675491333
1659418009.8601663,1070000,3.2671709060668945
1659418023.667286,1080000,3.2667810916900635
1659418065.6758578,1100000,3.2651114463806152
1659418080.7165086,1110000,3.2636935710906982
1659418097.191881,1120000,3.268052339553833
1659418150.640554,1150000,3.266059637069702
1659418169.545664,1160000,3.2696213722229004
1659418185.948899,1170000,3.2655301094055176
1659418284.4952466,1220000,3.2668344974517822
1659418359.7099547,1260000,3.270216941833496
1659418375.6933944,1270000,3.2676966190338135
1659418406.7759922,1290000,3.269415855407715
1659418427.0771825,1300000,3.266170024871826
1659418444.6306098,1310000,3.266155481338501
1659418461.7004473,1320000,3.264946699142456
1659418484.8121822,1330000,3.2671091556549072
1659418521.5034683,1350000,3.265069007873535
1659418551.3572714,1370000,3.2640960216522217
1659418561.2287953,1380000,3.2663040161132812
1659418686.3869636,1440000,3.2660157680511475
1659418696.6542099,1450000,3.2649645805358887
1659418734.7269957,1470000,3.2668087482452393
1659418757.3185728,1480000,3.264613151550293
1659419144.2803435,1510000,3.2514326572418213
1659419267.3570755,1580000,3.253438711166382
1659419299.1292226,1600000,3.252944231033325
1659419325.2903244,1610000,3.2536942958831787
1659419361.1044087,1630000,3.2558395862579346
1659419381.6151316,1640000,3.2511143684387207
1659419397.4170527,1650000,3.247845411300659
1659419435.3485029,1670000,3.250364065170288
1659419500.5637164,1710000,3.247368574142456
1659419524.2703176,1720000,3.253223419189453
1659419540.0076957,1730000,3.247321367263794
1659419591.6934705,1760000,3.2450547218322754
1659419611.5455658,1770000,3.2537333965301514
1659419625.9925416,1780000,3.253023862838745
1659419647.3904848,1790000,3.248213768005371
1659419686.6971579,1810000,3.25465989112854
1659419707.4135432,1820000,3.251987934112549
1659419738.3270254,1840000,3.247830390930176
1659419757.3617353,1850000,3.247657537460327
1659419775.1373124,1860000,3.2456345558166504
1659419795.4764352,1870000,3.2479493618011475
1659419848.6738842,1900000,3.248222827911377
1659419862.4813154,1910000,3.247379779815674
1659419880.7246594,1920000,3.2513132095336914
1659419899.551669,1930000,3.2490077018737793
1659419951.1105847,1960000,3.246102809906006
1659420002.435686,1990000,3.2470028400421143
1659420024.4981112,2000000,3.245945453643799
1659420381.6881578,2010000,3.242112159729004
1659420419.3840575,2030000,3.2375378608703613
1659420436.95234,2040000,3.236375331878662
1659420456.1466067,2050000,3.2370803356170654
1659420475.3289444,2060000,3.236140012741089
1659420512.2403936,2080000,3.2364816665649414
1659420546.6547573,2100000,3.2413012981414795
1659420580.4193246,2120000,3.227515459060669
1659420613.7980921,2140000,3.2346277236938477
1659420651.8519413,2160000,3.2270452976226807
1659420667.1051698,2170000,3.2323012351989746
1659420704.5148506,2190000,3.233114004135132
1659420723.4642239,2200000,3.237421989440918
1659420749.6370041,2210000,3.232973098754883
1659420765.9412413,2220000,3.2332770824432373
1659420788.8096874,2230000,3.2319729328155518
1659420816.4918306,2250000,3.2301230430603027
1659420840.2395608,2260000,3.231013059616089
1659420909.4818509,2300000,3.234696388244629
1659420961.9171374,2330000,3.233177661895752
1659421013.8382316,2360000,3.2367773056030273
1659421027.0313115,2370000,3.2308664321899414
1659421051.831167,2380000,3.2313220500946045
1659421066.656339,2390000,3.2367708683013916
1659421080.2559488,2400000,3.23300838470459
1659421124.2784853,2420000,3.231327533721924
1659421139.6006038,2430000,3.230447769165039
1659421176.0706286,2450000,3.234722137451172
1659421195.0850384,2460000,3.2290573120117188
1659421212.99787,2470000,3.2282419204711914
1659421231.9448817,2480000,3.230761766433716
1659421268.6473615,2500000,3.2299582958221436
1659421668.4051185,2530000,3.204120397567749
1659421687.4807706,2540000,3.2025413513183594
1659421701.8288565,2550000,3.1999850273132324
1659421758.1079168,2580000,3.191481351852417
1659421777.3595102,2590000,3.194744110107422
1659421793.7592964,2600000,3.1965723037719727
1659421815.3298411,2610000,3.20725679397583
1659421853.465295,2630000,3.195284605026245
1659421962.4593458,2690000,3.1966187953948975
1659421994.581451,2710000,3.199481725692749
1659422012.7470598,2720000,3.201615571975708
1659422066.5700395,2750000,3.1974003314971924
1659422081.1935563,2760000,3.1907899379730225
1659422102.2420828,2770000,3.202202320098877
1659422135.5411978,2790000,3.190201759338379
1659422174.7585006,2810000,3.200620174407959
1659422211.1108088,2830000,3.1991260051727295
1659422229.7813618,2840000,3.1966359615325928
1659422264.1863532,2860000,3.18707275390625
1659422299.2500079,2880000,3.2015998363494873
1659422315.6675396,2890000,3.1963307857513428
1659422352.5781002,2910000,3.192277431488037
1659422370.2281592,2920000,3.1926748752593994
1659422438.42073,2960000,3.188075304031372
1659422457.1332138,2970000,3.1910624504089355
1659422476.47632,2980000,3.192553997039795
1659422495.2002153,2990000,3.193802833557129
1659422510.7648427,3000000,3.189302682876587
1659422940.3340528,3050000,3.17724609375
1659422956.7900841,3060000,3.168799638748169
1659422974.9019487,3070000,3.1833207607269287
1659422992.4138145,3080000,3.182224750518799
1659423006.6253653,3090000,3.1735241413116455
1659423035.346106,3100000,3.1787054538726807
1659423087.5586894,3130000,3.179888963699341
1659423106.0502048,3140000,3.179807424545288
1659423121.5149963,3150000,3.170788526535034
1659423142.083675,3160000,3.177672863006592
1659423159.768345,3170000,3.1843414306640625
1659423192.7838101,3190000,3.1811232566833496
1659423209.1228075,3200000,3.1718335151672363
1659423267.4844475,3230000,3.1799771785736084
1659423303.4175498,3250000,3.1725404262542725
1659423390.675406,3300000,3.1673367023468018
1659423408.958056,3310000,3.180245876312256
1659423427.435885,3320000,3.1797170639038086
1659423445.1546407,3330000,3.1754462718963623
1659423465.6611984,3340000,3.178990602493286
1659423533.2752082,3380000,3.181300401687622
1659423550.9682055,3390000,3.1753079891204834
1659423587.9708471,3410000,3.1756765842437744
1659423640.9987156,3440000,3.1722769737243652
1659423661.3561776,3450000,3.1724753379821777
1659423680.1777086,3460000,3.1743686199188232
1659423699.657799,3470000,3.178164482116699
1659423730.4966693,3490000,3.1664888858795166
1659423752.0797794,3500000,3.1761162281036377
1659424111.6716428,3510000,3.162522554397583
1659424147.1010685,3530000,3.1415274143218994
1659424163.1222072,3540000,3.1290102005004883
1659424182.2017636,3550000,3.13175106048584
1659424200.444095,3560000,3.139928102493286
1659424236.6194816,3580000,3.1371004581451416
1659424255.0703754,3590000,3.1500513553619385
1659424288.6063278,3610000,3.1371757984161377
1659424330.2433398,3630000,3.1456401348114014
1659424349.2701924,3640000,3.1463866233825684
1659424364.471678,3650000,3.1454708576202393
1659424380.5763996,3660000,3.1442201137542725
1659424397.6278772,3670000,3.1359994411468506
1659424413.6070845,3680000,3.134211301803589
1659424433.3014367,3690000,3.1348044872283936
1659424541.2801998,3750000,3.1371686458587646
1659424555.2820792,3760000,3.1289103031158447
1659424591.7269344,3780000,3.1322085857391357
1659424609.5956433,3790000,3.1316378116607666
1659424681.2317946,3830000,3.121142864227295
1659424716.3055305,3850000,3.129504442214966
1659424733.682869,3860000,3.132993221282959
1659424751.6508367,3870000,3.138052225112915
1659424802.7636251,3900000,3.1224312782287598
1659424823.9709074,3910000,3.147382974624634
1659424839.7837186,3920000,3.1317946910858154
1659424854.439819,3930000,3.128486394882202
1659424875.6478024,3940000,3.1233677864074707
1659424892.6459522,3950000,3.1447579860687256
1659424908.5883267,3960000,3.132167339324951
1659424927.0460098,3970000,3.1298625469207764
1659424944.6688483,3980000,3.134227991104126
1659424961.8588448,3990000,3.1301462650299072
1659424981.0001287,4000000,3.130518913269043
1659425328.206623,4010000,3.1188158988952637
1659425347.5671105,4020000,3.1084506511688232
1659425364.7089112,4030000,3.1051337718963623
1659425399.3682659,4050000,3.100186347961426
1659425440.2973752,4070000,3.110708713531494
1659425472.8501256,4090000,3.1111204624176025
1659425492.0483012,4100000,3.1172332763671875
1659425540.506912,4130000,3.095311164855957
1659425559.4292479,4140000,3.107697010040283
1659425577.032951,4150000,3.083705425262451
1659425596.6396382,4160000,3.1065056324005127
1659425648.138404,4190000,3.115431308746338
1659425663.6974857,4200000,3.094912528991699
1659425703.2952335,4220000,3.0962395668029785
1659425720.4432955,4230000,3.1119585037231445
1659425773.5721087,4260000,3.097567319869995
1659425790.0126467,4270000,3.095179557800293
1659425844.329369,4300000,3.1035959720611572
1659425864.3184085,4310000,3.106034994125366
1659425876.8243778,4320000,3.104215621948242
1659425932.595015,4350000,3.092912197113037
1659425950.4266107,4360000,3.1032023429870605
1659425968.391998,4370000,3.0965538024902344
1659425984.5502422,4380000,3.10073184967041
1659426000.6840022,4390000,3.091660261154175
1659426023.3846626,4400000,3.1119143962860107
1659426038.9945493,4410000,3.1157925128936768
1659426059.6849213,4420000,3.080049514770508
1659426094.7177963,4440000,3.099543571472168
1659426111.5880475,4450000,3.0968918800354004
1659426128.4203215,4460000,3.0968737602233887
1659426146.799167,4470000,3.095207452774048
1659426548.7085261,4510000,3.095233917236328
1659426566.118036,4520000,3.065415620803833
1659426585.1338325,4530000,3.0765788555145264
1659426601.1196878,4540000,3.0681753158569336
1659426621.042958,4550000,3.0832407474517822
1659426655.398394,4570000,3.0698294639587402
1659426689.680189,4590000,3.0673580169677734
1659426727.799063,4610000,3.077078104019165
1659426746.1295972,4620000,3.055171012878418
1659426766.1739087,4630000,3.070634126663208
1659426800.4853382,4650000,3.0631704330444336
1659426817.3710437,4660000,3.056483745574951
1659426837.0236273,4670000,3.0672850608825684
1659426872.96314,4690000,3.064293622970581
1659426907.7338436,4710000,3.0546514987945557
1659426925.136194,4720000,3.0590853691101074
1659426978.0280318,4750000,3.0620923042297363
1659426999.27714,4760000,3.0570950508117676
1659427050.2580426,4790000,3.0548179149627686
1659427069.4698274,4800000,3.053556442260742
1659427085.2438774,4810000,3.0620663166046143
1659427108.0338953,4820000,3.0733659267425537
1659427124.71256,4830000,3.0851969718933105
1659427144.3299153,4840000,3.0585672855377197
1659427159.6421409,4850000,3.0617711544036865
1659427199.9246404,4870000,3.0627129077911377
1659427213.772775,4880000,3.0586795806884766
1659427230.8779242,4890000,3.058412551879883
1659427248.678738,4900000,3.068483352661133
1659427285.0473263,4920000,3.056724786758423
1659427336.6580317,4950000,3.069622755050659
1659427356.7590306,4960000,3.071239471435547
1659427391.4764426,4980000,3.0719246864318848
1659427407.4882302,4990000,3.0592329502105713
1659427803.820156,5020000,3.0487968921661377
1659427820.0216377,5030000,3.069401264190674
1659427837.7329595,5040000,3.058061361312866
1659427890.0803738,5070000,3.0579168796539307
1659427925.0438514,5090000,3.054581642150879
1659427943.0976765,5100000,3.051894426345825
1659427961.8999949,5110000,3.053851842880249
1659427978.7685344,5120000,3.0474729537963867
1659427995.0102334,5130000,3.038153648376465
1659428014.2848463,5140000,3.0471057891845703
1659428031.0952344,5150000,3.044654130935669
1659428066.8235607,5170000,3.060136079788208
1659428084.8442435,5180000,3.053809881210327
1659428102.807165,5190000,3.0576586723327637
1659428119.2695696,5200000,3.0525965690612793
1659428139.369776,5210000,3.0593700408935547
1659428159.3960006,5220000,3.047725200653076
1659428191.917109,5240000,3.0556023120880127
1659428244.1685772,5270000,3.0585925579071045
1659428317.467814,5310000,3.061129570007324
1659428367.028769,5340000,3.0449678897857666
1659428384.4486113,5350000,3.0402185916900635
1659428403.6853542,5360000,3.0511350631713867
1659428420.094996,5370000,3.0550661087036133
1659428439.887614,5380000,3.0455079078674316
1659428456.7554405,5390000,3.0657589435577393
1659428474.264098,5400000,3.0671584606170654
1659428490.3040206,5410000,3.061305284500122
1659428510.152286,5420000,3.055264711380005
1659428526.3269114,5430000,3.0598371028900146
1659428543.7618861,5440000,3.0563297271728516
1659428564.490727,5450000,3.0646309852600098
1659428598.6426232,5470000,3.0527114868164062
1659428613.7628572,5480000,3.0358705520629883
1659429000.1403983,5510000,3.0650057792663574
1659429034.3757427,5530000,3.0242490768432617
1659429069.4383662,5550000,3.035071611404419
1659429086.8443525,5560000,3.040611982345581
1659429104.3131468,5570000,3.0495927333831787
1659429213.9083128,5630000,3.040175199508667
1659429228.908792,5640000,3.0427184104919434
1659429246.9569132,5650000,3.0236904621124268
1659429281.936107,5670000,3.0522620677948
1659429320.6973748,5690000,3.053229808807373
1659429336.3653674,5700000,3.048938274383545
1659429372.2648711,5720000,3.04280161857605
1659429406.1702418,5740000,3.03635311126709
1659429457.9362133,5770000,3.042628526687622
1659429528.4481206,5810000,3.039018154144287
1659429602.6588569,5850000,3.043728828430176
1659429618.1061635,5860000,3.024691581726074
1659429637.192945,5870000,3.035952568054199
1659429670.1721005,5890000,3.041752815246582
1659429690.275334,5900000,3.0556721687316895
1659429707.00709,5910000,3.0403177738189697
1659429724.7866533,5920000,3.0303893089294434
1659429739.992913,5930000,3.015953302383423
1659429777.4960022,5950000,3.0237932205200195
1659429794.793908,5960000,3.030836343765259
1659429811.1189122,5970000,3.016453504562378
1659429829.5551703,5980000,3.0376648902893066
1659429848.138181,5990000,3.0190482139587402
1659429865.7774575,6000000,3.048778533935547
1659430236.9288337,6020000,3.0177524089813232
1659430254.8954315,6030000,3.013117551803589
1659430272.793795,6040000,3.029029607772827
1659430306.8160484,6060000,3.0428295135498047
1659430360.5021245,6090000,3.0116565227508545
1659430395.5047204,6110000,3.0066568851470947
1659430448.344777,6140000,3.0111498832702637
1659430466.7692473,6150000,3.0182876586914062
1659430500.169132,6170000,3.0246036052703857
1659430518.6950455,6180000,3.0177340507507324
1659430536.5275297,6190000,3.0141758918762207
1659430571.4671254,6210000,3.0088772773742676
1659430608.1106148,6230000,3.005371332168579
1659430625.8440747,6240000,3.017016649246216
1659430679.3534534,6270000,3.0161495208740234
1659430696.7555072,6280000,3.0031638145446777
1659430715.7272377,6290000,3.011195421218872
1659430732.635605,6300000,3.0144472122192383
1659430803.4185028,6340000,3.0053725242614746
1659430821.4747145,6350000,3.0180017948150635
1659430837.3480744,6360000,3.007693290710449
1659430873.7677104,6380000,3.0081841945648193
1659430925.5728378,6410000,3.0022318363189697
1659430944.4285784,6420000,2.995589017868042
1659430962.5502386,6430000,3.030555009841919
1659430979.5240912,6440000,3.005728244781494
1659430999.7129686,6450000,3.0114152431488037
1659431015.8382602,6460000,3.0050477981567383
1659431066.597239,6490000,3.006371021270752
1659431086.1795578,6500000,3.009349822998047
1659431456.7996967,6520000,3.011596918106079
1659431473.849076,6530000,3.004330635070801
1659431491.655699,6540000,3.006067991256714
1659431508.9949687,6550000,2.988910436630249
1659431527.5874648,6560000,3.0051534175872803
1659431578.3492024,6590000,2.9867851734161377
1659431596.9653668,6600000,2.990309715270996
1659431614.3278594,6610000,2.9931890964508057
1659431737.8326786,6680000,2.9850049018859863
1659431775.6635776,6700000,3.0043234825134277
1659431792.682016,6710000,2.991182804107666
1659431881.2172675,6760000,3.013111114501953
1659431898.5787563,6770000,2.9970192909240723
1659431916.8806958,6780000,2.9901556968688965
1659431951.7354968,6800000,2.9972376823425293
1659431968.6627896,6810000,3.002509593963623
1659432005.2965343,6830000,3.0040903091430664
1659432024.5404062,6840000,3.0057549476623535
1659432042.0064328,6850000,3.0027527809143066
1659432058.2792172,6860000,2.987720012664795
1659432095.8961864,6880000,3.0076687335968018
1659432113.2262814,6890000,3.004706859588623
1659432183.1634543,6930000,3.0046820640563965
1659432200.3840294,6940000,2.999359369277954
1659432217.6588945,6950000,2.991182327270508
1659432236.5559614,6960000,2.9886927604675293
1659432254.008665,6970000,2.9902093410491943
1659432271.7813933,6980000,2.9981226921081543
1659432306.4500246,7000000,3.003272771835327
1659432693.648001,7030000,2.990518093109131
1659432710.9398556,7040000,2.9858968257904053
1659432746.0210917,7060000,2.992117166519165
1659432815.8278959,7100000,2.98736572265625
1659432833.7464473,7110000,2.9828124046325684
1659432868.0515149,7130000,2.976715087890625
1659432920.9756842,7160000,2.9977455139160156
1659432956.999999,7180000,2.972878932952881
1659432991.968411,7200000,2.9866743087768555
1659433009.5180542,7210000,3.001124858856201
1659433028.3845305,7220000,2.981116771697998
1659433063.0806384,7240000,2.994518518447876
1659433082.3561504,7250000,3.01245379447937
1659433097.3775647,7260000,2.973475933074951
1659433115.7296932,7270000,2.9840645790100098
